RA,Latitude,Longitude,Platform,Operational,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,geometry
GLOS,41.55,-81.765,moored_buoy,Y,N,X,,,X,,X,X,X,,,,,X,,,,,,,,,X,,X,,,"sea_surface_wave_significant_height, wind_speed_of_gust , sea_surface_wind_wave_period, dew_point_temperature, sea_water_conductivity, wind_from_direction, air_temperature, mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature (1.5m, 3m, 4.5m, 6m, 7.5m, 9m, 10.5m, 11m, 12m, 12.5m, 13m, 13.5m, 14m, 15m, 15.5m), wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction, battery_voltage,  blue_green_algae, sea_surface_wave_maximum_height",POINT (-81.765 41.55)
GLOS,41.55,-81.765,fixed,Y,N,,,,,,,,,,,,,,,,X,,,,,,X,,,,,"fractional_saturation_of_oxygen_in_sea_water, sea_water_conductivity, mass_concentration_of_chlorophyll_in_sea_water, time, latitude, longitude, depth",POINT (-81.765 41.55)
GLOS,47.195,-87.224,moored_buoy,N,Yp,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",POINT (-87.224 47.195)
GLOS,43.09651,-87.86444,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,X,,,,,,,X,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, Relative Humidity, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity",POINT (-87.86444 43.09651)
GLOS,44.98163,-85.83086,moored_buoy,U,N,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, Relative Humidity, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, ",POINT (-85.83086 44.98163)
GLOS,41.46,-82.67,fixed,U,N,X,,,,,,X,,,,,,X,,X,X,,,,,,X,,,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_surface_wind_wave_period, sea_water_temperature, sea_water_conductivity, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, time, latitude, longitude, depth",POINT (-82.67 41.46)
GLOS,41.46,-82.65,moored_buoy,U,N,X,,,,,X,X,X,,,,,X,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_sea_level, time, latitude, longitude, depth, blue_green_algae",POINT (-82.65000000000001 41.46)
GLOS,41.496,-82.75,moored_buoy,Y,N,X,,,,,X,X,X,,,,,,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, sea_water_ph_reported_on_total_scale, sea_water_turbidity, fractional_saturation_of_oxygen_in_sea_water, air_pressure_at_sea_level, time, latitude, longitude, depth, blue_green_algae",POINT (-82.75 41.496)
GLOS,43.49,-79.52,moored_buoy,Y,Yf,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, Relative Humidity, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",POINT (-79.52 43.49)
GLOS,43.23,-76.94,moored_buoy,N,N,X,,,,,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed_of_gust , wind_from_direction, air_temperature, sea_water_temperature, Relative Humidity, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",POINT (-76.94 43.23)
GLOS,42.56,-79.43,moored_buoy,Y,Yf,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, Relative Humidity, air_temperature, sea_water_temperature, sea_surface_wind_wave_period, wind_speed, wind_from_direction, air_pressure_at_sea_level, time, latitude, longitude, depth",POINT (-79.43000000000001 42.56)
GLOS,43.26,-76.95,fixed,Y,N,,,,,,X,X,,,X,,,,,,,,,,,,,,,,,"wind_from_direction, Relative Humidity, air_temperature, wind_speed, time, latitude, longitude, depth, solar_irradiance",POINT (-76.95 43.26)
GLOS,43.25,-76.96,moored_buoy,N,N,X,,,,,X,X,X,,,,,,,,,,,,,,,,,,,"Relative Humidity, air_temperature, sea_water_temperature, air_pressure_at_sea_level, wind_speed, wind_from_direction, wind_speed_of_gust , time, latitude, longitude, depth",POINT (-76.95999999999999 43.25)
GLOS,43.18,-75.93,fixed,N,N,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,"Relative Humidity, wind_from_direction, air_temperature, air_pressure_at_sea_level, wind_speed, time, latitude, longitude, depth",POINT (-75.93000000000001 43.18)
GLOS,43.388,-78.192,moored_buoy,Y,N,X,,,,,X,X,X,,,,,,,,,,,,,,,,,,,"Relative Humidity, wind_from_direction, air_temperature, air_pressure_at_sea_level, wind_speed, wind_speed_of_gust,  sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m), time, latitude, longitude, depth",POINT (-78.19199999999999 43.388)
GLOS,43.282,-76.961,moored_buoy,Y,N,X,,,,,,,,,,,,,,,,,,,,,,,,,,"sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m), latitude, longitude, time, depth",POINT (-76.961 43.282)
GLOS,41.73349,-83.13336,moored_buoy,Y,Yp,X,,,,,X,X,X,,,,,,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth, blue_green_algae, battery_voltage",POINT (-83.13336 41.73349)
GLOS,41.82,-83.36,moored_buoy,Y,Yp,X,,,,,X,X,X,,,,,,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth, battery_voltage, blue_green_algae",POINT (-83.36 41.82)
GLOS,41.83,-83.2,moored_buoy,Y,Yp,X,,,,,X,X,X,,,,,,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth, blue_green_algae, battery_voltage",POINT (-83.2 41.83)
GLOS,41.82,-83.36,moored_buoy,Y,Yp,X,,,,,X,X,X,,,,,,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth, blue_green_algae, battery_voltage",POINT (-83.36 41.82)
GLOS,46.721,-87.412,tower,Y,N,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,"wind_from_direction, dew_point_temperature, air_temperature, wind_speed_of_gust , wind_speed, time, latitude, longitude, depth",POINT (-87.41200000000001 46.721)
GLOS,43.24,-86.28,moored_buoy,Y,N,X,,,,,X,X,X,,,,,,,,,,,,,,,,,,,"Relative Humidity, air_temperature, sea_water_temperature, wind_speed, wind_from_direction, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth",POINT (-86.28 43.24)
GLOS,41.67,-83.29,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, time, latitude, longitude, depth, blue_green_algae",POINT (-83.29000000000001 41.67)
GLOS,41.52,-81.01,fixed,Y,N,X,,,,,,,,,,,,,,,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, fractional_saturation_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, time, latitude, longitude, depth, blue_green_algae",POINT (-81.01000000000001 41.52)
GLOS,41.45,-82.22,fixed,Y,N,X,,,,,,,,,,,,,,X,,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, time, latitude, longitude, depth, blue_green_algae",POINT (-82.22 41.45)
GLOS,41.408922,-82.55442,fixed,Y,Y,X,,,,,,,,,,,,,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, fractional_saturation_of_oxygen_in_sea_water,  time, latitude, longitude, depth, blue_green_algae",POINT (-82.55441999999999 41.408922)
GLOS,41.721,-81.363,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, time, latitude, longitude, depth, blue_green_algae",POINT (-81.363 41.721)
GLOS,41.54,-82.73,fixed,Y,N,X,,,,,,,,,,,,,,,,,,,,,X,,X,,,"sea_water_ph_reported_on_total_scale, sea_water_conductivity, mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, time, latitude, longitude, depth, blue_green_algae",POINT (-82.73 41.54)
GLOS,41.51,-82.94,fixed,Y,N,X,,,,,,,,,,,,,,,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, fractional_saturation_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, time, latitude, longitude, depth, blue_green_algae",POINT (-82.94 41.51)
GLOS,41.67,-83.29,fixed,Y,N,X,,,,,,,,,,,,,,X,,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, time, latitude, longitude, depth, blue_green_algae",POINT (-83.29000000000001 41.67)
GLOS,41.427553,-82.359059,fixed,,Y,X,,,,,,,,,,,,,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, fractional_saturation_of_oxygen_in_sea_water,  time, latitude, longitude, depth, blue_green_algae",POINT (-82.359059 41.427553)
GLOS,42.409,-81.636,moored_buoy,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"fractional_saturation_of_oxygen_in_sea_water, sea_water_conductivity, sea_water_temperature, sea_water_turbidity, time, latitude, longitude, depth",POINT (-81.636 42.409)
GLOS,43.801,-79.012,moored_buoy,Y,N,X,,,,,,,,,,,,,,X,,,,,,,,,,,,"sea_water_turbidity, sea_water_temperature, sea_water_conductivity, time, latitude, depth, longitude",POINT (-79.012 43.801)
GLOS,43.573,-79.513,moored_buoy,Y,N,X,,,,,,,,,,,,,X,X,,,,,,,,,,,,"sea_water_turbidity, sea_water_temperature, sea_water_conductivity, time, latitude, depth, longitude, eastward_current, northward_current",POINT (-79.51300000000001 43.573)
GLOS,41.66,-82.82,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_surface_wind_wave_period, Relative Humidity, air_temperature, sea_water_temperature, wind_from_direction, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_sea_level, time, latitude, longitude, depth, blue_green_algae",POINT (-82.81999999999999 41.66)
GLOS,41.53277,-82.4611,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_surface_wind_wave_period, Relative Humidity, air_temperature, sea_water_temperature, wind_from_direction, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_sea_level, time, latitude, longitude, depth, blue_green_algae",POINT (-82.4611 41.53277)
GLOS,41.645815,-82.812822,fixed,Y,Y,X,,,,,,,,,,,,,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, fractional_saturation_of_oxygen_in_sea_water,  time, latitude, longitude, depth, blue_green_algae",POINT (-82.812822 41.645815)
GLOS,45.773,-84.137,tower,Y,Yp,X,,,X,,X,X,,,,,,,,,,,,,,,,,,,,"wind_from_direction, dew_point_temperature, air_temperature, sea_water_temperature, wind_speed, time, latitude, longitude, depth",POINT (-84.137 45.773)
GLOS,41.68,-83.31,moored_buoy,Y,N,X,,,,,,,,,,,,,,X,,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, time, latitude, longitude, depth, blue_green_algae",POINT (-83.31 41.68)
GLOS,41.68,-83.31,fixed,Y,N,X,,,,,,,,,,,,,,X,,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, time, latitude, longitude, depth, blue_green_algae",POINT (-83.31 41.68)
GLOS,45.57,-84.67,moored_buoy,Y,Yp,X,,,X,,X,X,X,,X,,,,,X,X,,,,,,,,,,,"wind_speed_of_gust , wind_from_direction, air_temperature, sea_water_temperature (4m, 7m, 10m, 12m, 15m, 18m, 21m, 23m), wind_speed, dew_point_temperature, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, sea_water_conductivity, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, battery_voltage",POINT (-84.67 45.57)
GLOS,41.72,-83.37,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,X,X,,,,,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_sea_level, time, latitude, longitude, depth, blue_green_algae, battery_voltage",POINT (-83.37 41.72)
GLOS,41.8175,-82.54137,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"wind_speed, wind_speed_gust, wind_from_direction,  air_temperature, sea_surface_wind_wave_period, sea_surface_wave_from_direction, sea_water_temperature, air_pressure_at_sea_level, sea_surface_wave_significant_height,  sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), battery_voltage, latitude, longitude, depth
",POINT (-82.54137 41.8175)
GLOS,41.8175,-82.74187,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"wind_speed, wind_speed_gust, wind_from_direction,  air_temperature, sea_surface_wind_wave_period, sea_surface_wave_from_direction, sea_water_temperature, air_pressure_at_sea_level, sea_surface_wave_significant_height,  sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), battery_voltage, latitude, longitude, depth

",POINT (-82.74187000000001 41.8175)
GLOS,41.84999,-82.43,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"wind_speed, wind_speed_gust, wind_from_direction,  air_temperature, sea_surface_wind_wave_period, sea_surface_wave_from_direction, sea_water_temperature, air_pressure_at_sea_level, sea_surface_wave_significant_height,  sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), battery_voltage, latitude, longitude, depth

",POINT (-82.43000000000001 41.84999)
GLOS,42.140516,-83.64645,moored_buoy,Y,N,,,,,,X,X,,,,,,X,,,,,,,,,,,,,,"wind_speed, wind_from_direction,  air_temperature, sea_surface_wind_wave_period, sea_surface_wave_from_direction, sea_surface_wave_significant_height, battery_voltage, latitude, longitude
",POINT (-83.64645 42.140516)
GLOS,45.842,-85.135,tower,Y,Yp,X,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,"wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",POINT (-85.13500000000001 45.842)
GLOS,47.21,-88.62,moored_buoy,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,"time, latitude, longitude, depth",POINT (-88.62 47.21)
GLOS,46.98,-88.43,moored_buoy,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,"time, latitude, longitude, depth",POINT (-88.43000000000001 46.98)
GLOS,45.06,-83.424,tower,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-83.42400000000001 45.06)
GLOS,41.916,-87.572,fixed,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.572 41.916)
GLOS,41.976,-87.648,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.648 41.976)
GLOS,41.781,-87.573,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.57299999999999 41.781)
GLOS,41.729,-86.912,tower,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-86.91200000000001 41.729)
GLOS,43.227,-86.339,tower,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-86.339 43.227)
GLOS,43.045,-87.88,tower,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.88 43.045)
GLOS,41.912,-87.624,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.624 41.912)
GLOS,47.184,-87.225,tower,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.22499999999999 47.184)
GLOS,42.401,-86.288,tower,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-86.288 42.401)
GLOS,45.035,-83.194,tower,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-83.194 45.035)
GLOS,41.826,-83.194,tower,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-83.194 41.826)
CeNCOOS,35.37,-120.86,fixed ,y,yp,X,,X,,X,X,X,X,X,X,X,,,,X,X,,,,,,X,,,,,"sea_water_turbidity(2m), sea_water_temperature(2m), sea_water_pressure(2m), sea_water_practical_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), wind_speed(-5.5m), wind_from_direction(-5.5m), air_temperature(-5.5m), air_pressure(-5.5m), relative_humidity(-5.5m), lwe_thickness_of_precipitation_amount(-5.5m), solar_radiation(-5.5m), visibility_in_air(-5.5m)",POINT (-120.86 35.37)
CeNCOOS,35.3333,-120.8463,fixed,Y,yp,X,,X,,X,X,X,X,X,X,,,X,,,X,,,,,,X,,,,,"surface_air_pressure(sfc), wind_speed, wind_from_direction, air_temperature, relative_humidity, precipitation_amount, net_downward_shortwave_flux_in_air, sea_water_temperature(sfc), sea_water_practical_salinity(sfc), sea_water_pressure(sfc), mass_concentration_of_chlorophyll_in_sea_water(sfc), mass_concentration_of_oxygen_in_sea_water(sfc)",POINT (-120.8463 35.3333)
CeNCOOS,35.17,-122.89,fixed ,y,Yp,X,,X,,X,X,X,X,X,X,X,,,,X,,,,,,,X,,,,,"sea_water_temperature(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), sea_water_pressure, sea_water_practical_salinity(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), mass_concentration_of_chlorophyll_in_sea_water(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), sea_water_turbidity(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m),  bioluminescence(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), wind_speed(-15.5m), wind_from_direction(-15.5m), air_temperature(-15.5m), air_pressure(-15.5m), relative_humidity(-15.5m), lwe_thickness_of_precipitation_amount(-15.5m), solar_radiation(-15.5m), visibility_in_air(-15.5m)",POINT (-122.89 35.17)
CeNCOOS,37.8,-122.397,fixed ,y,n,X,,X,,X,X,X,X,,X,,,X,,X,X,,,X,,,X,,,,,"sea_water_temperature, sea_water_practical_salinity, sea_water_pressure, mass_concentration_of_oxygen_in_sea_water,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, sea_water_ph_measured_on_total_scale, dissolved_carbon_dioxide, air_temperature, air_pressure, relative_humidity, wind_speed, wind_from_direction, diffuse_downwelling_shortwave_flux_in_air",POINT (-122.397 37.8)
CeNCOOS,41.06,-124.15,fixed ,y,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(4.6m), sea_water_salinity(4.6m), mass_concentration_of_oxygen_in_sea_water(4.6m), sea_water_ph_measured_on_total_scale(4.6m), mass_concentration_of_chlorophyll_in_sea_water(4.6), sea_water_turbidity, sea_water_pressure(4.6m)",POINT (-124.15 41.06)
CeNCOOS,40.78,-124.2,fixed,Y,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(2m), sea_water_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), sea_water_turbidity(2m), sea_water_pressure(2m)",POINT (-124.2 40.78)
CeNCOOS,40.81,-124.15,fixed,y,Yp,X,,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(2.4m), sea_water_practical_salinity(2.4m), mass_concentration_of_oxygen_in_sea_water(2.4m), sea_water_ph_measured_on_total_scale(2.4m), mass_concentration_of_chlorophyll_in_sea_water(2.4m), sea_water_turbidity(2.4m), sea_water_pressure(2.4m)",POINT (-124.15 40.81)
CeNCOOS,40.7915,-124.1943,fixed,O,yp,X,,,,,,,,,,,,,,,,X,,,,X,,,,X,,"sea_water_temperature(sfc), sea_water_practical_salinity(sfc), mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water(sfc), partial_pressure_of_carbon_dioxide_in_sea_water(sfc), sea_water_ph_reported_on_total_scale(sfc), sea_water_alkalinity_express_as_mole_equivalent(sfc), surface_partical_pressure_of_carbon_dioxide_in_air(sfc)",POINT (-124.1943 40.7915)
CeNCOOS,36.618,-121.9015,fixed ,y,n,X,,,,,,,,,,,,,,,X,,,,,,,,,,," sea_water_temperature(16.8m), sea_water_practical_salinity(16.8m), sea_water_ph_measured_on_total_scale(16.8m), fractional_saturation_of_oxygen_in_sea_water(16.8m)",POINT (-121.9015 36.618)
CeNCOOS,36.758,-122.029,moored_buoy,y,n,X,,,,X,X,X,X,,,,,X,,,X,X,,,,,X,,,,,"sea_water_temperature(1m,10m,20m,40m,60m,80m,100m,150m,200m,250m,,300m), sea_water_practical_salinity(1m,10m,20m,40m,60m,80m,100m,150m,200m,250m,300m),sea_water_ph_measured_on_total_scale(1m), mass_concentration_of_chlorophyll_in_sea_water(1m), partial_pressure_of_carbon_dioxide_in_sea_water(1m), mass_concentration_of_oxygen_in_sea_water(1m,50m,225m), wind_speed(-2m), wind_from_direction(-2m), air_temperature(-2m), air_pressure(-2m), relative_humidity(-2m), diffuse_downwelling_shorewave_flux_in_air(-2m), downwelling_longwave_flux_in_air(-2m)",POINT (-122.029 36.758)
CeNCOOS,36.9725,-122.1569,moored buoy,y,n,X,,,,X,X,X,X,,,,,,,,X,,,X,,,,,,,,"wind_speed(-1m),wind_from_direction(-1m),air_temperature(-1m),relative_humidity(-1m),air_pressure(-1m),sea_water_temperature(sfc),sea_water_practical_salinity(sfc),mass_concentration_of_oxygen_in_sea_water(sfc),sea_water_ph_measured_on_total_scale(sfc),dissolved_carbon_dioxide(sfc).",POINT (-122.1569 36.9725)
CeNCOOS,37.109,-122.346,moored buoy,y,n,X,,,,X,X,X,X,,,,,,,,X,,,X,,,,,,,,"wind_speed(-1m),wind_from_direction(-1m),air_temperature(-1m),relative_humidity(-1m),air_pressure(-1m),sea_water_temperature(sfc),sea_water_practical_salinity(sfc),mass_concentration_of_oxygen_in_sea_water(sfc),sea_water_ph_measured_on_total_scale(sfc),dissolved_carbon_dioxide(sfc).",POINT (-122.346 37.109)
CeNCOOS,36.81,-121.77,moored buoy,y,n,X,,,,,,,,,X,,,,X,,X,,,,,,,,,,,"sea_water_temperature(sfc), sea_water_practical_salinity(sfc), mass_concentration_of_oxygen_in_sea_water(sfc), eastward_sea_water_velocity(sfc), northward_sea_water_velocity(sfc), solar_radiation(1m)",POINT (-121.77 36.81)
CeNCOOS,38.07,-122.23,fixed,y,Yp,X,,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(2.7m), sea_water_practical_salinity(2.7m), mass_concentration_of_oxygen_in_sea_water(2.7m), sea_water_ph_measured_on_total_scale(2.7m), mass_concentration_of_chlorophyll_in_sea_water(2.7m), sea_water_turbidity(2.7m), sea_water_pressure(2.7m)",POINT (-122.23 38.07)
CeNCOOS,37.89,-122.45,fixed ,y,yp,X,,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(1.9m), sea_water_practical_salinity(1.9m), mass_concentration_of_oxygen_in_sea_water(1.9m), sea_water_ph_measured_on_total_scale(1.9m), mass_concentration_of_chlorophyll_in_sea_water(1.9m), sea_water_turbidity(1.9m), sea_water_pressure(1.9m)",POINT (-122.45 37.89)
CeNCOOS,36.8686,-122.378,moored buoy,y,yp,X,,,,,,,,,,,,,,,X,,,X,,,,,,,,"sea_water_temperature(sfc,17.5m), sea_water_practical_salinity(sfc,17.5m), sea_water_ph_measured_on_total_scale(sfc,17.5m), dissolved_carbon_dioxide(sfc), mass_concentration_of_oxygen_in_sea_water(17.5m)",POINT (-122.378 36.8686)
CeNCOOS,36.61,-121.89,fixed ,y,yp,X,,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(2m), sea_water_practical_salinity, sea_water_pressure(2m),  sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m),  mass_concentration_of_oxygen_in_sea_water(2m), sea_water_turbidity(2m)",POINT (-121.89 36.61)
