RA,Latitude,Longitude,Platform,Operational,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,geometry
MARACOOS,39.677,-75.754,fixed_satellite,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,All Standard GOES products,POINT (-75.754 39.677)
MARACOOS,39.677,-75.754,fixed_satellite,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satellite Imagery from AVHRR, MODIS, VIIRS (SST, Ocean Color, etc)",POINT (-75.754 39.677)
MARACOOS,38.1483,-75.2862,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-75.28619999999999 38.1483)
MARACOOS,38.2674,-75.1981,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-75.1981 38.2674)
MARACOOS,38.424,-75.1886,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-75.18859999999999 38.424)
MARACOOS,38.449,-75.1325,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-75.13249999999999 38.449)
MARACOOS,40.4795,-74.4367,fixed_satellite,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satellite Imagery from AVHRR, MODIS, VIIRS (SST, Ocean Color, etc)",POINT (-74.4367 40.4795)
MARACOOS,40.721538,-74.0156,fixed,Y,N,X,,,X,X,X,X,X,X,,,,,,X,X,,,,,,,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",POINT (-74.01560000000001 40.721538)
MARACOOS,40.764628,-74.003186,fixed,Y,N,X,,,X,X,X,X,X,X,,,,,,X,X,,,,,,,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",POINT (-74.003186 40.764628)
MARACOOS,42.8302,-73.9925,fixed,Y,N,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,"air_pressure, air_temperature, dew_point_temperature, relative_humidity,  wind_from_direction, wind_direction_standard_deviation, wind_gust, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air, precipitation_amount, surface_upwelling_photosynthetic_photon_flux_in_air",POINT (-73.99250000000001 42.8302)
MARACOOS,42.8281,-73.9904,fixed,Y,N,X,,,,,,,,,,,X,,,X,X,,,,,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",POINT (-73.99039999999999 42.8281)
MARACOOS,41.3861,-73.955,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, ",POINT (-73.955 41.3861)
MARACOOS,41.831876,-73.941606,fixed,Y,N,X,,,X,X,X,,X,X,X,,,,,X,X,,,,,,X,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, mass_concentration_of_chlorophyll_a_in_sea_water, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, surface_upwelling_photosynthetic_photon_flux_in_air",POINT (-73.94160599999999 41.831876)
MARACOOS,42.851,-73.887,fixed,Y,N,X,,,,,,,,,,,X,,,X,X,,,,,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",POINT (-73.887 42.851)
MARACOOS,42.5012,-73.780381,fixed,Y,N,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,"air_pressure, air_temperature, dew_point_temperature, relative_humidity,  wind_from_direction, wind_direction_standard_deviation, wind_gust, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air, precipitation_amount, surface_upwelling_photosynthetic_photon_flux_in_air",POINT (-73.78038100000001 42.5012)
MARACOOS,42.4996,-73.7768,fixed,Y,N,X,,,,,,,,,,,X,,,X,X,,,,,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",POINT (-73.77679999999999 42.4996)
MARACOOS,42.61954,-73.7589,fixed,Y,N,X,,,X,X,X,X,X,X,X,,,,,X,X,,,,,,,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air",POINT (-73.7589 42.61954)
MARACOOS,41.043,-73.896,fixed,Y,N,X,,,X,X,X,X,X,X,,,,,,X,X,,,,,,,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",POINT (-73.896 41.043)
MARACOOS,41.7206,-73.9388,fixed,Y,N,X,,,,,,,,,,,X,,,X,X,,,,,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",POINT (-73.9388 41.7206)
MARACOOS,39.2447,-76.5972,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.5972 39.2447)
NANOOS,47.9666,-124.96,moored_buoy,O,Yp,X,X,X,,,X,,X,,,,,,,X,X,X,X,,,,X,,,,,"air_temperature (2.7m), surface_air_pressure (2.7m), surface_partial_pressure_of_carbon_dioxide_in_air (3m), sea_water_temperature (-1m, -1.5m, -60m), sea_water_salinity (-1m, -1.5m), sea_water_pressure (-60m), mass_concentration_of_chlorophyll_in_sea_water (-1m, -1.5m), sea_water_turbidity (-1m, -1.5m), mass_concentration_of_oxygen_in_sea_water (-1m, -1.5m), sea_water_ph_reported_on_total_scale (-1m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-1m)",POINT (-124.96 47.9666)
NANOOS,47.9667,-124.9549,moored_buoy,O,Yp,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,"sea_water_temperature (-16m), sea_water_salinity (-16m), sea_water_pressure (-16m)",POINT (-124.9549 47.9667)
NANOOS,47.7612,-122.3972,profiling_buoy,Y,Yp,X,X,,X,X,X,X,X,,,,,,,,X,,,,,,X,,,,,"air_temperature (2m), surface_air_pressure (2m), relative_humidity (2m), dew_point_temperature (2m), wind_from_direction (2m), wind_speed (2m), wind_speed_of_gust (2m), sea_water_temperature (PROFILE), sea_water_salinity (PROFILE), sea_water_sigma_t (PROFILE), surface_downwelling_photosynthetic_radiative_flux_in_air (2m), mass_concentration_of_chlorophyll_in_sea_water (PROFILE), mass_concentration_of_oxygen_in_sea_water (PROFILE), fractional_saturation_of_oxygen_in_sea_water (PROFILE)",POINT (-122.3972 47.7612)
NANOOS,47.28,-122.73,profiling_buoy,Y,Yp,X,X,,X,X,X,X,X,,,,,,,,X,,,,,,X,,,,,"air_temperature (2m), surface_air_pressure (2m), relative_humidity (2m), dew_point_temperature (2m), wind_from_direction (2m), wind_speed (2m), wind_speed_of_gust (2m), sea_water_temperature (PROFILE), sea_water_salinity (PROFILE), sea_water_sigma_t (PROFILE), surface_downwelling_photosynthetic_radiative_flux_in_air (2m), mass_concentration_of_chlorophyll_in_sea_water (PROFILE), mass_concentration_of_oxygen_in_sea_water (PROFILE), fractional_saturation_of_oxygen_in_sea_water (PROFILE), sea_water_ph_reported_on_total_scale (-1m)",POINT (-122.73 47.28)
NANOOS,46.21,-123.714,fixed,Y,Yp,X,X,,,,,,,,,,,,,,,,,,,,,,,,,"sea_water_temperature (-6.5m), sea_water_salinity (-6.5m)",POINT (-123.714 46.21)
NANOOS,46.2591,-123.6149,moored_buoy,Y,Yp,X,X,,,,,,,,,,,,,,,,,,,,,,,,,"sea_water_temperature (-0.5m, -13m), sea_water_salinity (-13m)",POINT (-123.6149 46.2591)
NANOOS,46.2036,-123.7586,fixed,Y,Yp,X,X,,,,,,,,,,,,,X,X,,,,,,,,,,,"sea_water_temperature (-0.3m, -8.6m), sea_water_salinity (-0.3m, -8.6m), sea_water_turbidity (-0.3m, -8.6m), cdom (-0.3m, -8.6m), mass_concentration_of_oxygen_in_sea_water (-0.3m, -8.6m), fractional_saturation_of_oxygen_in_sea_water (-0.3m, -8.6m)",POINT (-123.7586 46.2036)
NANOOS,46.1735,-124.1272,moored_buoy,O,Yp,X,X,,,,X,X,X,,,,,,,X,X,,,,,,X,,,,,"air_temperature (3m), surface_air_pressure (3m), wind_from_direction (3m), wind_speed (3m), wind_speed_of_gust (3m), sea_water_temperature (-1m), sea_water_salinity (-1m, -6m, -11m, -16m, -21m, -35m), surface_downwelling_photosynthetic_radiative_flux_in_air (3m), mass_concentration_of_chlorophyll_in_sea_water (-1m, -6m, -11m, -16m, -21m, -35m), sea_water_turbidity (-1m, -6m, -11m, -16m, -21m, -35m), mass_concentration_of_oxygen_in_sea_water (-1m, -6m, -11m, -16m, -21m, -35m), fractional_saturation_of_oxygen_in_sea_water (-1m, -6m, -11m, -16m, -21m, -35m)",POINT (-124.1272 46.1735)
NANOOS,46.235,-123.8719,fixed,O,Yp,X,X,,,,,,,,,,,,,X,,,,,,,X,X,,,,"sea_water_temperature (0.0m), sea_water_salinity (0.0m), mass_concentration_of_chlorophyll_in_sea_water (0.0m), sea_water_turbidity (0.0m), cdom (0.0m), mole_concentration_of_nitrate_in_sea_water (0.0m)",POINT (-123.8719 46.235)
NANOOS,46.1997,-123.94,fixed,Y,Yp,X,X,,,,,,,,,,,,,X,X,,,,,,X,X,,,,"sea_water_temperature (-2.4m, -8.2m, -13.0m), sea_water_salinity (-2.4m, -8.2m, -13.0m), fluorescence_min (-2.4m, -8.2m, -13.0m), quantum_yield_of_fluourescence (-2.4m, -8.2m, -13.0m), mass_concentration_of_chlorophyll_in_sea_water (-2.4m, -8.2m, -13.0m), sea_water_turbidity (-2.4m, -8.2m, -13.0m), cdom (-2.4m, -8.2m, -13.0m), phycoerythrin_fluorescence (-2.4m, -8.2m, -13.0m), mass_concentration_of_oxygen_in_sea_water (-2.4m, -8.2m, -13.0m), fractional_saturation_of_oxygen_in_sea_water (-2.4m, -8.2m, -13.0m), mole_concentration_of_nitrate_in_sea_water (-2.4m, -8.2m, -13.0m), sea_water_ph_reported_on_total_scale (-2.4m, -8.2m, -13.0m)",POINT (-123.94 46.1997)
NANOOS,46.1845,-123.1874,fixed,Y,Yp,X,,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature (-2.5m), sea_water_pressure (-2.5m), sea_water_electrical_conductivity (-2.5m), mass_concentration_of_chlorophyll_in_sea_water (-2.5m), sea_water_turbidity (-2.5m), cdom (-2.5m), mass_concentration_of_oxygen_in_sea_water (-2.5m), fractional_saturation_of_oxygen_in_sea_water (-2.5m)",POINT (-123.1874 46.1845)
NANOOS,45.5186,-122.6667,river_level_station,Y,Yp,X,,,,,,,,,,,,,X,X,X,,,,,,X,,,,,"sea_water_temperature (-0.5m), depth (-0.5m), sea_water_speed (-0.5m), river_discharge (-0.5m), mass_concentration_of_chlorophyll_in_sea_water (-0.5m), turbidity (-0.5m), mass_concentration_of_oxygen_in_sea_water (-0.5m), fractional_saturation_of_oxygen_in_sea_water (-0.5m), sea_water_ph_reported_on_total_scale (-0.5m)",POINT (-122.6667 45.5186)
NANOOS,46.286,-124.0151,moored_buoy,O,Yp,X,X,,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature (-1.0m), sea_water_salinity (-1.0m), mass_concentration_of_chlorophyll_in_sea_water (-1.0m), sea_water_turbidity (-1.0m), cdom (-1.0m), mass_concentration_of_oxygen_in_sea_water (-1.0m), fractional_saturation_of_oxygen_in_sea_water (-1.0m)",POINT (-124.0151 46.286)
NANOOS,45.577,-122.379,moored_buoy,O,Yp,X,,X,,,,,,,,,,,,X,X,,,,,,X,X,,,,"sea_water_temperature (-0.8m), sea_water_pressure (-0.8m), mass_concentration_of_chlorophyll_in_sea_water (-0.8m), sea_water_turbidity (-0.8m), cdom (-0.8m), mass_concentration_of_oxygen_in_sea_water (-0.8m), fractional_saturation_of_oxygen_in_sea_water (-0.8m), mole_concentration_of_nitrate_in_sea_water (-0.8m)",POINT (-122.379 45.577)
NANOOS,46.1765,-123.8693,fixed,Y,Yp,X,X,,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature (-0.5m), sea_water_salinity (-0.5m), mass_concentration_of_chlorophyll_in_sea_water (-0.5m), sea_water_turbidity (-0.5m), cdom (-0.5m), mass_concentration_of_oxygen_in_sea_water (-0.5m), fractional_saturation_of_oxygen_in_sea_water (-0.5m)",POINT (-123.8693 46.1765)
NANOOS,49.4716,-124.7927,fixed,Y,N,X,X,,,,,,,,,,,,,,,X,,,,X,,,,X,,"sea_water_temperature (-6m), sea_water_salinity (-6m), sea_water_ph_reported_on_total_scale (-6m), dissolved_inorganic_carbon (-6m), Omega_aragonite (-6m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-6m), total_alkalinity (-6m)",POINT (-124.7927 49.4716)
NANOOS,48.5461,-123.0077,fixed,Y,N,X,X,,,X,X,X,,,X,,,X,,,,,,,,,,,,,,"air_temperature (3m), relative_humidity (3m), rainfall_rate (3m), net_downward_shortwave_flux_in_air (3m), wind_from_direction (4m), wind_speed (4m), sea_water_temperature (-1.7m), sea_water_salinity (-1.7m), surface_downwelling_photosynthetic_radiative_flux_in_air (3m)",POINT (-123.0077 48.5461)
NANOOS,51.6501,-127.9664,moored_buoy,Y,N,X,X,,,,X,X,X,,,,,,,,,X,X,,,,,,,,,"air_temperature (3m), surface_air_pressure (3m), wind_from_direction (3m), wind_speed (3m), surface_partial_pressure_of_carbon_dioxide_in_air (1m), sea_water_temperature (-0.5m), sea_water_salinity (-0.5m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-0.5m)",POINT (-127.9664 51.6501)
NANOOS,50.116,-125.222,fixed,Y,N,X,X,,,,,,,,,,,,,,,X,,,,X,,,,X,,"sea_water_temperature (-1.0m), sea_water_salinity (-1.0m), sea_water_ph_reported_on_total_scale (-1.0m), dissolved_inorganic_carbon (-1.0m), Omega_aragonite (-1.0m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-1.0m), total_alkalinity (-1.0m)",POINT (-125.222 50.116)
NANOOS,47.3728,-122.4534,fixed,Y,N,X,X,,,X,X,X,X,X,,,,,,X,X,,,,,,X,,,,,"air_temperature (7.6m), surface_air_pressure (7.6m), relative_humidity (7.6m), precipitation_accumulated (7.6m), wind_from_direction (7.6m), wind_speed (7.6m), sea_water_temperature (VARIABLE), sea_water_salinity (VARIABLE), depth (VARIABLE), surface_downwelling_photosynthetic_radiative_flux_in_air (7.6m), mass_concentration_of_chlorophyll_in_sea_water (VARIABLE), sea_water_turbidity (VARIABLE), mass_concentration_of_oxygen_in_sea_water (VARIABLE), fractional_saturation_of_oxygen_in_sea_water (VARIABLE), sea_water_ph_reported_on_total_scale (VARIABLE)",POINT (-122.4534 47.3728)
NANOOS,47.5372,-122.4061,moored_buoy,Y,N,X,X,,,,,,,,,,,,,X,X,,,,,,X,X,,,,"sea_water_temperature (-1m), sea_water_salinity (-1m), mass_concentration_of_chlorophyll_in_sea_water (-1m), sea_water_turbidity (-1m), mass_concentration_of_oxygen_in_sea_water (-1m), fractional_saturation_of_oxygen_in_sea_water (-1m), mole_concentration_of_nitrate_in_sea_water (-1m), sea_water_ph_reported_on_total_scale (-1m)",POINT (-122.4061 47.5372)
NANOOS,47.608,-122.3438,fixed,Y,N,X,X,,,X,X,X,X,X,,,,,,X,X,X,,,,,X,,,,,"air_temperature (7.6m), surface_air_pressure (7.6m), relative_humidity (7.6m), precipitation_accumulated (7.6m), wind_from_direction (7.6m), wind_speed (7.6m), sea_water_temperature (-1m, -10m), sea_water_salinity (-1m, -10m), surface_downwelling_photosynthetic_radiative_flux_in_air (7.6m), mass_concentration_of_chlorophyll_in_sea_water (-1m, -10m), sea_water_turbidity (-1m, -10m), mass_concentration_of_oxygen_in_sea_water (-1m, -10m), fractional_saturation_of_oxygen_in_sea_water (-1m, -10m), sea_water_ph_reported_on_total_scale (-1m, -10m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-10m)",POINT (-122.3438 47.608)
NANOOS,47.3942,-122.4635,fixed,Y,N,X,X,,,,,,,,,,,,,,X,,,,,,X,,,,,"sea_water_temperature (VARIABLE), sea_water_salinity (VARIABLE), depth (VARIABLE), mass_concentration_of_chlorophyll_in_sea_water (VARIABLE), mass_concentration_of_oxygen_in_sea_water (VARIABLE), fractional_saturation_of_oxygen_in_sea_water (VARIABLE), sea_water_ph_reported_on_total_scale (VARIABLE)",POINT (-122.4635 47.3942)
NANOOS,43.338,-124.321,fixed,O,Yp,X,X,,,,,,,,,,,,,X,X,,,,,,,,,,,"sea_water_temperature (VARIABLE), sea_water_salinity (VARIABLE), depth (VARIABLE), sea_water_turbidity (VARIABLE), mass_concentration_of_oxygen_in_sea_water (VARIABLE), fractional_saturation_of_oxygen_in_sea_water (VARIABLE), sea_water_ph_reported_on_total_scale (VARIABLE)",POINT (-124.321 43.338)
NANOOS,43.2965,-124.3107,fixed,Y,Yp,X,X,,,,,,,,,,,,,X,X,,,,,,,,,,,"sea_water_temperature (VARIABLE), sea_water_salinity (VARIABLE), depth (VARIABLE), sea_water_turbidity (VARIABLE), mass_concentration_of_oxygen_in_sea_water (VARIABLE), fractional_saturation_of_oxygen_in_sea_water (VARIABLE), sea_water_ph_reported_on_total_scale (VARIABLE)",POINT (-124.3107 43.2965)
NANOOS,43.4139,-124.2789,fixed,Y,Yp,X,X,,,,,,,,,,,,,X,X,,,,,,,,,,,"sea_water_temperature (VARIABLE), sea_water_salinity (VARIABLE), depth (VARIABLE), sea_water_turbidity (VARIABLE), mass_concentration_of_oxygen_in_sea_water (VARIABLE), fractional_saturation_of_oxygen_in_sea_water (VARIABLE), sea_water_ph_reported_on_total_scale (VARIABLE)",POINT (-124.2789 43.4139)
NANOOS,43.2791,-124.3184,fixed,Y,Yp,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,"air_temperature (3m), surface_air_pressure (3m), relative_humidity (3m), precipitation_accumulated (3m), wind_from_direction (3m), wind_speed (3m), wind_speed_of_gust (3m), surface_downwelling_photosynthetic_radiative_flux_in_air (3m)",POINT (-124.3184 43.2791)
NANOOS,43.3172,-124.3216,fixed,Y,Yp,X,X,,,,,,,,,,,,,X,X,,,,,,,,,,,"sea_water_temperature (VARIABLE), sea_water_salinity (VARIABLE), depth (VARIABLE), sea_water_turbidity (VARIABLE), mass_concentration_of_oxygen_in_sea_water (VARIABLE), fractional_saturation_of_oxygen_in_sea_water (VARIABLE), sea_water_ph_reported_on_total_scale (VARIABLE)",POINT (-124.3216 43.3172)
NANOOS,43.282,-124.32,fixed,Y,Yp,X,X,,,,,,,,,,,,,X,X,,,,,,,,,,,"sea_water_temperature (VARIABLE), sea_water_salinity (VARIABLE), depth (VARIABLE), sea_water_turbidity (VARIABLE), mass_concentration_of_oxygen_in_sea_water (VARIABLE), fractional_saturation_of_oxygen_in_sea_water (VARIABLE), sea_water_ph_reported_on_total_scale (VARIABLE)",POINT (-124.32 43.282)
NANOOS,48.7237,-122.5765,moored_buoy,Y,Yp,X,X,X,X,X,X,X,X,,,,,,,X,X,,,,,,X,,,,,"air_temperature (2m), surface_air_pressure (2m), relative_humidity (2m), dew_point_temperature (2m), wind_from_direction (2.97m), wind_speed (2.97m), wind_speed_of_gust (2.97m), sea_water_temperature (-0.5m, -18m), sea_water_salinity (-0.5m, -18m), sea_water_pressure (-0.5m, -18m), mass_concentration_of_chlorophyll_in_sea_water (-0.5m), sea_water_turbidity (-0.5m), cdom (-0.5m), mass_concentration_of_oxygen_in_sea_water (-0.5m, -18m), sea_water_ph_reported_on_total_scale (-0.5m, -18m)",POINT (-122.5765 48.7237)
NANOOS,47.8034,-122.8029,profiling_buoy,Y,Yp,X,X,,,,,,,,,,,,,,X,X,X,,,,,,,,,"surface_partial_pressure_of_carbon_dioxide_in_air (2m), sea_water_temperature (-2m, -20m, -95m), sea_water_salinity (-2m, -20m, -95m), sea_water_sigma_t (-2m, -20m, -95m), mass_concentration_of_oxygen_in_sea_water (-2m, -20m, -95m), fractional_saturation_of_oxygen_in_sea_water (-2m, -20m, -95m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-0.1m)",POINT (-122.8029 47.8034)
NANOOS,47.9073,-122.627,profiling_buoy,Y,Yp,X,X,,X,X,X,X,X,,,,,,,,X,,,,,,X,,,,,"air_temperature (2m), surface_air_pressure (2m), relative_humidity (2m), dew_point_temperature (2m), wind_from_direction (2m), wind_speed (2m), wind_speed_of_gust (2m), sea_water_temperature (PROFILE), sea_water_salinity (PROFILE), sea_water_sigma_t (PROFILE), mass_concentration_of_chlorophyll_in_sea_water (PROFILE), mass_concentration_of_oxygen_in_sea_water (PROFILE), fractional_saturation_of_oxygen_in_sea_water (PROFILE)",POINT (-122.627 47.9073)
NANOOS,47.4218,-123.1126,profiling_buoy,Y,Yp,X,X,,,,,,,,,,,,,,X,,,,,,X,,,,,"sea_water_temperature (PROFILE), sea_water_salinity (PROFILE), sea_water_sigma_t (PROFILE), mass_concentration_of_chlorophyll_in_sea_water (PROFILE), mass_concentration_of_oxygen_in_sea_water (PROFILE), fractional_saturation_of_oxygen_in_sea_water (PROFILE)",POINT (-123.1126 47.4218)
NANOOS,47.375,-123.0083,profiling_buoy,Y,Yp,X,X,,X,,X,X,X,,,,,,,,X,X,X,,,,X,,,,,"air_temperature (2m), surface_air_pressure (2m), dew_point_temperature (2m), wind_from_direction (2m), wind_speed (2m), wind_speed_of_gust (2m), surface_partial_pressure_of_carbon_dioxide_in_air (2m), sea_water_temperature (PROFILE), sea_water_salinity (PROFILE), sea_water_sigma_t (PROFILE), surface_downwelling_photosynthetic_radiative_flux_in_air (2m), mass_concentration_of_chlorophyll_in_sea_water (PROFILE), mass_concentration_of_oxygen_in_sea_water (PROFILE), fractional_saturation_of_oxygen_in_sea_water (PROFILE), sea_water_ph_reported_on_total_scale (-1m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-0.1m)",POINT (-123.0083 47.375)
NANOOS,43.2916,-124.5383,moored_buoy,Y,Yp,X,X,,,,,X,,,X,,,X,,,,X,X,,,,,,,,,"net_downward_shortwave_flux_in_air (2.1m), wind_from_direction (2.7m), wind_speed (2.7m), surface_partial_pressure_of_carbon_dioxide_in_air (3m), sea_water_temperature (-1m, -1.5m), sea_water_salinity (-1m, -1.5m), sea_water_ph_reported_on_total_scale (-1m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-1m)",POINT (-124.5383 43.2916)
NANOOS,44.6311,-124.0491,fixed,Y,N,X,X,,,,,,,,,,,,,,,,,,,,,,,,,"sea_water_temperature (-0.9m, -2.1m, -3.4m), sea_water_salinity (-0.9m, -2.1m, -3.4m)",POINT (-124.0491 44.6311)
NANOOS,48.2191,-122.7048,mooring,Y,N,X,X,,,,,,,,,,,,,,X,,,,,,X,,,,,"sea_water_temperature (-1m, -5m, -7m), sea_water_salinity (-1m, -5m, -7m), mass_concentration_of_chlorophyll_in_sea_water (-1m, -7m), mass_concentration_of_oxygen_in_sea_water (-1m, -5m, -7m), fractional_saturation_of_oxygen_in_sea_water (-1m, -5m, -7m), sea_water_ph_reported_on_total_scale (-1m, -5m, -7m)",POINT (-122.7048 48.2191)
NANOOS,47.7874,-122.8527,mooring,N,N,X,X,,,,,,,,,,,,,,X,,,,,,X,,,,,"sea_water_temperature (-1m, -7m), sea_water_salinity (-1m, -7m), mass_concentration_of_chlorophyll_in_sea_water (-1m, -7m), mass_concentration_of_oxygen_in_sea_water (-1m, -7m), fractional_saturation_of_oxygen_in_sea_water (-1m, -7m), sea_water_ph_reported_on_total_scale (-1m, -7m)",POINT (-122.8527 47.7874)
NANOOS,46.629,-123.9516,fixed,Y,N,X,X,,,,,,,,,,,,,,X,X,,,,X,,,,X,,"sea_water_temperature (-0.3m), sea_water_salinity (-0.3m), mass_concentration_of_oxygen_in_sea_water (-0.3m), fractional_saturation_of_oxygen_in_sea_water (-0.3m), sea_water_ph_reported_on_total_scale (-0.3m), dissolved_inorganic_carbon (-0.3m), Omega_aragonite (-0.3m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-0.3m), total_alkalinity (-0.3m)",POINT (-123.9516 46.629)
NANOOS,46.5007,-124.0304,fixed,Y,N,X,X,,,,,,,,,,,,,,X,,,,,,,,,,,"sea_water_temperature (-0.3m), sea_water_salinity (-0.3m), mass_concentration_of_oxygen_in_sea_water (-0.3m), fractional_saturation_of_oxygen_in_sea_water (-0.3m), sea_water_ph_reported_on_total_scale (-0.3m, -0.6m)",POINT (-124.0304 46.5007)
NANOOS,46.715,-123.975,fixed,Y,N,X,X,,,,,,,,,,,,,,X,,,,,,X,,,,,"sea_water_temperature (-0.3m), sea_water_salinity (-0.3m), mass_concentration_of_chlorophyll_in_sea_water (-0.3m), mass_concentration_of_oxygen_in_sea_water (-0.3m), fractional_saturation_of_oxygen_in_sea_water (-0.3m), sea_water_ph_reported_on_total_scale (-0.3m), redox_potential (-0.3m)",POINT (-123.975 46.715)
